Column Name,Inconsistent Data Types Across Files,Data Types by File
"burglary(section_449-452,_454,_455,_457-460_ipc)_-_number_of_cases_registered",False,"{'Case_reported_and_value_of_property_taken_away_by_place_of_occurrence_2013.csv': 'int64', 'Case_reported_and_value_of_property_taken_away_by_place_of_occurrence_2001_2012.csv': 'int64'}"
"burglary(section_449-452,_454,_455,_457-460_ipc)_-_value_of_property_stolen_(in_rupees)",False,"{'Case_reported_and_value_of_property_taken_away_by_place_of_occurrence_2013.csv': 'int64', 'Case_reported_and_value_of_property_taken_away_by_place_of_occurrence_2001_2012.csv': 'int64'}"
theft_(section_379-382_ipc)_-_number_of_cases_registered,False,"{'Case_reported_and_value_of_property_taken_away_by_place_of_occurrence_2013.csv': 'int64', 'Case_reported_and_value_of_property_taken_away_by_place_of_occurrence_2001_2012.csv': 'int64'}"
theft_(section_379-382_ipc)_-_value_of_property_stolen_(in_rupees),False,"{'Case_reported_and_value_of_property_taken_away_by_place_of_occurrence_2013.csv': 'int64', 'Case_reported_and_value_of_property_taken_away_by_place_of_occurrence_2001_2012.csv': 'int64'}"
family_back_ground_homeless,False,{'Juveniles_arrested_Family_background.csv': 'int64'}
family_back_ground_living_with_guardian,False,{'Juveniles_arrested_Family_background.csv': 'int64'}
family_back_ground_living_with_parents,False,{'Juveniles_arrested_Family_background.csv': 'int64'}
family_back_ground_total,False,{'Juveniles_arrested_Family_background.csv': 'int64'}
sub_group,False,{'Complaints_against_police.csv': 'object'}
cpa_-_cases_registered,False,{'Complaints_against_police.csv': 'int64'}
cpa_-_cases_reported_for_dept._action,False,{'Complaints_against_police.csv': 'int64'}
cpa_-_complaints/cases_declared_false/unsubstantiated,False,{'Complaints_against_police.csv': 'int64'}
cpa_-_complaints_received/alleged,False,{'Complaints_against_police.csv': 'int64'}
cpa_-_no_of_departmental_enquiries,False,{'Complaints_against_police.csv': 'int64'}
cpa_-_no_of_magisterial_enquiries,False,{'Complaints_against_police.csv': 'int64'}
cpa-_cases_sent_for_trials/charge-sheeted,False,{'Complaints_against_police.csv': 'int64'}
cpa-_no_of_judicial_enquiries,False,{'Complaints_against_police.csv': 'int64'}
cpb_-_police_personnel_acquitted,False,{'Complaints_against_police.csv': 'int64'}
cpb_-_police_personnel_convicted,False,{'Complaints_against_police.csv': 'int64'}
cpb_-_police_personnel_sent_up_for_trial,False,{'Complaints_against_police.csv': 'int64'}
cpb_-_police_personnel_trial_completed,False,{'Complaints_against_police.csv': 'int64'}
cpb-_police_personnel_cases_withdrawn_or_otherwise_disposed_of,False,{'Complaints_against_police.csv': 'int64'}
cpc_-_police_personnel_cases_trial_completed,False,{'Complaints_against_police.csv': 'int64'}
cpc_-_police_personnel_cases_withdrawn_or_otherwise_disposed_of,False,{'Complaints_against_police.csv': 'int64'}
cpc_-_police_personnel_disciplinary_action_initiated,False,{'Complaints_against_police.csv': 'int64'}
cpc_-_police_personnel_dismissal/removal_from_service,False,{'Complaints_against_police.csv': 'int64'}
cpc_-_police_personnel_major_punishment_awarded,False,{'Complaints_against_police.csv': 'int64'}
cpc_-_police_personnel_minor_punishment_awarded,False,{'Complaints_against_police.csv': 'int64'}
persons_in_custody_during_inv_stage_at_beginning_of_year_male,False,"{'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2014.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2014.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2014.csv': 'int64'}"
persons_in_custody_during_inv_stage_at_beginning_of_year_female,False,"{'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2014.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2014.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2014.csv': 'int64'}"
persons_in_custody_during_inv_stage_at_beginning_of_year_total,False,"{'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2014.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2014.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2014.csv': 'int64'}"
persons_on_bail_during_inv_stage_at_beginning_of_year_male,False,"{'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2014.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2014.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2014.csv': 'int64'}"
persons_on_bail_during_inv_stage_at_beginning_of_year_female,False,"{'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2014.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2014.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2014.csv': 'int64'}"
persons_on_bail_during_inv_stage_at_beginning_of_year_total,False,"{'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2014.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2014.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2014.csv': 'int64'}"
persons_arrested_during_the_year_male,False,"{'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2014.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2014.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2014.csv': 'int64'}"
persons_arrested_during_the_year_female,False,"{'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2014.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2014.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2014.csv': 'int64'}"
persons_arrested_during_the_year_total,False,"{'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2014.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2014.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2014.csv': 'int64'}"
persons_released_or_freed_before_trial_for_want_of_evidence_male,False,"{'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2014.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2014.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2014.csv': 'int64'}"
persons_released_or_freed_before_trial_for_want_of_evidence_fem,False,"{'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2014.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2014.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2014.csv': 'int64'}"
persons_released_or_freed_before_trial_for_want_of_evidence_tot,False,"{'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2014.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2014.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2014.csv': 'int64'}"
persons_in_custody_during_inv_stage_at_year_end_male,False,"{'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2014.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2014.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2014.csv': 'int64'}"
persons_in_custody_during_inv_stage_at_year_end_female,False,"{'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2014.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2014.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2014.csv': 'int64'}"
persons_in_custody_during_inv_stage_at_year_end_total,False,"{'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2014.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2014.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2014.csv': 'int64'}"
persons_on_bail_during_inv_stage_at_year_end_male,False,"{'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2014.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2014.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2014.csv': 'int64'}"
persons_on_bail_during_inv_stage_at_year_end_female,False,"{'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2014.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2014.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2014.csv': 'int64'}"
persons_on_bail_during_inv_stage_at_year_end_total,False,"{'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2014.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2014.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2014.csv': 'int64'}"
persons_charge_sheeted_male,False,"{'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2014.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2014.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2014.csv': 'int64'}"
persons_charge_sheeted_female,False,"{'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2014.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2014.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2014.csv': 'int64'}"
persons_charge_sheeted_total,False,"{'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2014.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2014.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2014.csv': 'int64'}"
persons_in_custody_during_trial_stage_at_begin_of_year_male,False,"{'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2014.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2014.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2014.csv': 'int64'}"
persons_in_custody_during_trial_stage_at_begin_of_year_female,False,"{'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2014.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2014.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2014.csv': 'int64'}"
persons_in_custody_during_trial_stage_at_begin_of_year_total,False,"{'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2014.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2014.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2014.csv': 'int64'}"
persons_on_bail_during_trial_stage_at_begin_of_year_male,False,"{'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2014.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2014.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2014.csv': 'int64'}"
persons_on_bail_during_trial_stage_at_begin_of_year_female,False,"{'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2014.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2014.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2014.csv': 'int64'}"
persons_on_bail_during_trial_stage_at_begin_of_year_total,False,"{'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2014.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2014.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2014.csv': 'int64'}"
total_number_of_persons_under_trial_male,False,"{'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2014.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2014.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2014.csv': 'int64'}"
total_number_of_persons_under_trial_female,False,"{'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2014.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2014.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2014.csv': 'int64'}"
total_number_of_persons_under_trial_total,False,"{'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2014.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2014.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2014.csv': 'int64'}"
persons_against_whom_cases_were_compounded_by_courts_male,False,"{'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2014.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2014.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2014.csv': 'int64'}"
persons_against_whom_cases_were_compounded_by_courts_female,False,"{'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2014.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2014.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2014.csv': 'int64'}"
persons_against_whom_cases_were_compounded_by_courts_total,False,"{'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2014.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2014.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2014.csv': 'int64'}"
persons_against_whom_cases_were_withdrawn_male,False,"{'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2014.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2014.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2014.csv': 'int64'}"
persons_against_whom_cases_were_withdrawn_female,False,"{'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2014.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2014.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2014.csv': 'int64'}"
persons_against_whom_cases_were_withdrawn_total,False,"{'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2014.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2014.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2014.csv': 'int64'}"
persons_in_custody_during_trial_stage_at_year_end_male,False,"{'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2014.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2014.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2014.csv': 'int64'}"
persons_in_custody_during_trial_stage_at_year_end_female,False,"{'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2014.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2014.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2014.csv': 'int64'}"
persons_in_custody_during_trial_stage_at_year_end_total,False,"{'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2014.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2014.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2014.csv': 'int64'}"
persons_on_bail_during_trial_stage_at_year_end_male,False,"{'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2014.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2014.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2014.csv': 'int64'}"
persons_on_bail_during_trial_stage_at_year_end_female,False,"{'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2014.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2014.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2014.csv': 'int64'}"
persons_on_bail_during_trial_stage_at_year_end_total,False,"{'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2014.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2014.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2014.csv': 'int64'}"
persons_whose_cases_trials_were_completed_during_the_year_male,False,"{'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2014.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2014.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2014.csv': 'int64'}"
persons_whose_cases_trials_were_completed_during_the_year_female,False,"{'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2014.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2014.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2014.csv': 'int64'}"
persons_whose_cases_trials_were_completed_during_the_year_total,False,"{'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2014.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2014.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2014.csv': 'int64'}"
persons_convicted_male,False,"{'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2014.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2014.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2014.csv': 'int64'}"
persons_convicted_female,False,"{'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2014.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2014.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2014.csv': 'int64'}"
persons_convicted_total,False,"{'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2014.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2014.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2014.csv': 'int64'}"
persons_acquitted_male,False,"{'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2014.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2014.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2014.csv': 'int64'}"
persons_acquitted_female,False,"{'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2014.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2014.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2014.csv': 'int64'}"
persons_acquitted_total,False,"{'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2014.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2014.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2014.csv': 'int64'}"
persons_discharged_by_court_male,False,"{'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2014.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2014.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2014.csv': 'int64'}"
persons_discharged_by_court_female,False,"{'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2014.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2014.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2014.csv': 'int64'}"
persons_discharged_by_court_total,False,"{'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2014.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2014.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2014.csv': 'int64'}"
kidnapping_&_abduction,False,"{'District_wise_crimes_committed_IPC_2014.csv': 'int64', 'District_wise_crimes_committed_IPC_2013.csv': 'int64', 'District_wise_crimes_committed_IPC_2001_2012.csv': 'int64'}"
kidnapping_&_abduction_in_order_to_murder,False,{'District_wise_crimes_committed_IPC_2014.csv': 'int64'}
other_kidnapping,False,{'District_wise_crimes_committed_IPC_2014.csv': 'int64'}
making_preparation_and_assembly_for_committing_dacoity,False,{'District_wise_crimes_committed_IPC_2014.csv': 'int64'}
criminal_trespass/burglary,False,{'District_wise_crimes_committed_IPC_2014.csv': 'int64'}
criminal_trespass_or_burglary,False,{'District_wise_crimes_committed_IPC_2014.csv': 'int64'}
house_trespass_&_house_breaking,False,{'District_wise_crimes_committed_IPC_2014.csv': 'int64'}
theft,False,"{'District_wise_crimes_committed_IPC_2014.csv': 'int64', 'District_wise_crimes_committed_IPC_2013.csv': 'int64', 'District_wise_crimes_committed_IPC_2001_2012.csv': 'int64'}"
auto_theft,False,"{'District_wise_crimes_committed_IPC_2014.csv': 'int64', 'District_wise_crimes_committed_IPC_2013.csv': 'int64', 'District_wise_crimes_committed_IPC_2001_2012.csv': 'int64'}"
other_thefts,False,{'District_wise_crimes_committed_IPC_2014.csv': 'int64'}
unlawful_assembly,False,{'District_wise_crimes_committed_IPC_2014.csv': 'int64'}
riots,False,"{'District_wise_crimes_committed_IPC_2014.csv': 'int64', 'District_wise_crimes_committed_IPC_2013.csv': 'int64', 'District_wise_crimes_committed_IPC_2001_2012.csv': 'int64'}"
riots_communal,False,{'District_wise_crimes_committed_IPC_2014.csv': 'int64'}
riots_industrial,False,{'District_wise_crimes_committed_IPC_2014.csv': 'int64'}
riots_political,False,{'District_wise_crimes_committed_IPC_2014.csv': 'int64'}
riots_caste_conflict,False,{'District_wise_crimes_committed_IPC_2014.csv': 'int64'}
riots_sc/sts_vs_non-scs/sts,False,{'District_wise_crimes_committed_IPC_2014.csv': 'int64'}
riots_other_caste_conflict,False,{'District_wise_crimes_committed_IPC_2014.csv': 'int64'}
riots_agrarian,False,{'District_wise_crimes_committed_IPC_2014.csv': 'int64'}
riots_students,False,{'District_wise_crimes_committed_IPC_2014.csv': 'int64'}
riots_sectarian,False,{'District_wise_crimes_committed_IPC_2014.csv': 'int64'}
riots_others,False,{'District_wise_crimes_committed_IPC_2014.csv': 'int64'}
criminal_breach_of_trust,False,"{'District_wise_crimes_committed_IPC_2014.csv': 'int64', 'District_wise_crimes_committed_IPC_2013.csv': 'int64', 'District_wise_crimes_committed_IPC_2001_2012.csv': 'int64'}"
cheating,False,"{'District_wise_crimes_committed_IPC_2014.csv': 'int64', 'District_wise_crimes_committed_IPC_2013.csv': 'int64', 'District_wise_crimes_committed_IPC_2001_2012.csv': 'int64'}"
forgery,False,{'District_wise_crimes_committed_IPC_2014.csv': 'int64'}
counterfeiting,False,{'District_wise_crimes_committed_IPC_2014.csv': 'int64'}
counterfeit_offences_related_to_counterfeit_coin,False,{'District_wise_crimes_committed_IPC_2014.csv': 'int64'}
counterfeiting_government_stamp,False,{'District_wise_crimes_committed_IPC_2014.csv': 'int64'}
counterfeit_currency_&_bank_notes,False,{'District_wise_crimes_committed_IPC_2014.csv': 'int64'}
counterfeiting_currency_notes/bank_notes,False,{'District_wise_crimes_committed_IPC_2014.csv': 'int64'}
using_forged_or_counterfeiting_currency/bank_notes,False,{'District_wise_crimes_committed_IPC_2014.csv': 'int64'}
possession_of_forged_or_counterfeiting_currency/bank_notes,False,{'District_wise_crimes_committed_IPC_2014.csv': 'int64'}
making_or_possessing_materials_for_forged_currency/bank_notes,False,{'District_wise_crimes_committed_IPC_2014.csv': 'int64'}
making_or_using_documents_resembling_currency,False,{'District_wise_crimes_committed_IPC_2014.csv': 'int64'}
assault_or_use_of_criminal_force_to_women_with_intent_to_disrobe,False,{'District_wise_crimes_committed_IPC_2014.csv': 'int64'}
other_assault_on_women,False,{'District_wise_crimes_committed_IPC_2014.csv': 'int64'}
insult_to_the_modesty_of_women,False,{'District_wise_crimes_committed_IPC_2014.csv': 'int64'}
other_places_related_to_work,False,{'District_wise_crimes_committed_IPC_2014.csv': 'int64'}
"places_other_than_231,_232_&_233",False,{'District_wise_crimes_committed_IPC_2014.csv': 'int64'}
causing_death_by_negligence,False,"{'District_wise_crimes_committed_IPC_2014.csv': 'int64', 'District_wise_crimes_committed_IPC_2013.csv': 'int64', 'District_wise_crimes_committed_IPC_2001_2012.csv': 'int64'}"
deaths_due_to_negligent_driving/act,False,{'District_wise_crimes_committed_IPC_2014.csv': 'int64'}
deaths_due_to_other_causes,False,{'District_wise_crimes_committed_IPC_2014.csv': 'int64'}
offences_against_state,False,{'District_wise_crimes_committed_IPC_2014.csv': 'int64'}
sedition,False,{'District_wise_crimes_committed_IPC_2014.csv': 'int64'}
other_offences_against_state,False,{'District_wise_crimes_committed_IPC_2014.csv': 'int64'}
offences_promoting_enmity_between_different_groups,False,{'District_wise_crimes_committed_IPC_2014.csv': 'int64'}
promoting_enmity_between_different_groups,False,{'District_wise_crimes_committed_IPC_2014.csv': 'int64'}
"imputation,_assertions_prejudicial_to_national_integration",False,{'District_wise_crimes_committed_IPC_2014.csv': 'int64'}
extortion,False,{'District_wise_crimes_committed_IPC_2014.csv': 'int64'}
disclosure_of_identity_of_victims,False,{'District_wise_crimes_committed_IPC_2014.csv': 'int64'}
incidence_of_rash_driving,False,{'District_wise_crimes_committed_IPC_2014.csv': 'int64'}
unnatural_offence,False,{'District_wise_crimes_committed_IPC_2014.csv': 'int64'}
total_cognizable_ipc_crimes,False,{'District_wise_crimes_committed_IPC_2014.csv': 'int64'}
persons_in_custody_or_on_bail_during_the_stage_of_investigation_at_the_beginning_of_the_year,False,"{'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2013.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2012.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2013.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2012.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2013.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2012.csv': 'int64'}"
persons_arrested_during_the_year,False,"{'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2013.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2012.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2013.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2012.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2013.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2012.csv': 'int64'}"
persons_in_custody_or_on_bail_during_the_stage_of_investigation_at_the_end_of_the_year,False,"{'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2013.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2012.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2013.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2012.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2013.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2012.csv': 'int64'}"
